Qiymet,Tarix,Baxısh,Elan,Emlak,Kategoriya,Mertebe,Sahe,Otag sayı,Çıxarısh,İpoteka,Adres,Umumi Mertebe sayi
53000,2024-02-08,108,163680,Bina evi menzil,Köhnə,4,39.4,1,var,,Sumqayıt 18-ci mikrorayon,5
70000,2024-02-08,58,936118,Bina evi menzil,Köhnə,1,47.0,2,var,,Sumqayıt 45-ci məhəllə,5
98000,2024-02-08,48,191879,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 10-cu mikrorayon,5
156500,2024-02-08,51,190135,Bina evi menzil,Köhnə,3,105.0,5,var,,Sumqayıt 9-cu mikrorayon,5
142000,2024-02-08,45,240422,Bina evi menzil,Köhnə,2,70.0,3,var,,Sumqayıt 2-ci məhəllə,4
85000,2024-02-08,60,265242,Bina evi menzil,Köhnə,4,60.0,3,var,,Sumqayıt 1-ci mikrorayon,5
110000,2024-02-08,54,323597,Bina evi menzil,Köhnə,1,68.0,3,var,,Sumqayıt 10-cu mikrorayon,9
120000,2024-02-08,53,776267,Bina evi menzil,Köhnə,7,68.0,3,var,,Sumqayıt 17-ci mikrorayon,9
131000,2024-02-08,52,213584,Bina evi menzil,Köhnə,8,83.0,4,var,,Sumqayıt 17-ci mikrorayon,9
65000,2024-02-08,54,323549,Bina evi menzil,Köhnə,1,46.0,2,var,,Sumqayıt 8-ci mikrorayon,5
76000,2024-02-08,66,323543,Bina evi menzil,Köhnə,1,50.0,3,var,,Sumqayıt 18-ci məhəllə,2
67000,2024-02-08,76,303625,Bina evi menzil,Köhnə,2,60.0,2,var,,Sumqayıt 4-cü mikrorayon,5
75000,2024-02-08,95,961780,Bina evi menzil,Yeni,11,61.0,2,yox,,Sumqayıt 16-cı məhəllə,16
85000,2024-02-08,84,272970,Bina evi menzil,Yeni,7,72.0,2,var,,Sumqayıt 40-cı məhəllə,17
78000,2024-02-08,66,219064,Bina evi menzil,Köhnə,7,60.0,2,var,,Sumqayıt 10-cu mikrorayon,9
50000,2024-02-08,59,275343,Bina evi menzil,Köhnə,4,30.0,1,var,,Sumqayıt 29-cu məhəllə,4
110000,2024-02-08,106,188446,Bina evi menzil,Yeni,11,87.0,3,yox,,Sumqayıt 6-cı mikrorayon,14
188000,2024-02-08,62,272966,Bina evi menzil,Yeni,9,134.0,3,var,,Sumqayıt 44-cü məhəllə,14
192000,2024-02-08,69,272213,Bina evi menzil,Yeni,10,137.0,3,var,,Sumqayıt 17-ci məhəllə,17
87000,2024-02-08,48,112269,Bina evi menzil,Köhnə,8,60.0,2,var,,Sumqayıt 9-cu mikrorayon,9
72500,2024-02-08,232,304133,Bina evi menzil,Köhnə,1,60.0,2,var,,Sumqayıt 12-ci mikrorayon,5
90000,2024-02-08,200,292222,Bina evi menzil,Köhnə,5,72.0,3,var,,Sumqayıt 1-ci mikrorayon,5
74000,2024-02-08,222,309670,Bina evi menzil,Köhnə,2,50.0,2,var,,Sumqayıt 5-ci mikrorayon,5
175000,2024-01-08,165,323524,Bina evi menzil,Köhnə,1,85.0,3,var,,Sumqayıt 4-cü məhəllə,4
63000,2024-01-08,147,323510,Bina evi menzil,Köhnə,2,36.0,2,var,,Sumqayıt 41-ci məhəllə,5
105000,2024-01-08,135,308967,Bina evi menzil,Köhnə,6,70.0,3,var,,Sumqayıt 47-ci məhəllə,9
237000,2024-01-08,130,283847,Bina evi menzil,Yeni,14,140.0,3,var,,Sumqayıt 40-cı məhəllə,16
63500,2024-01-08,168,323480,Bina evi menzil,Köhnə,3,50.0,1,var,,Sumqayıt 18-ci məhəllə,4
61000,2024-01-08,120,323338,Bina evi menzil,Yeni,10,34.0,1,var,,Sumqayıt 10-cu mikrorayon,15
64000,2024-01-08,126,323457,Bina evi menzil,Köhnə,3,38.0,1,var,,Sumqayıt 17-ci mikrorayon,5
54000,2024-01-08,105,323444,Bina evi menzil,Köhnə,5,31.0,1,var,,Sumqayıt 2-ci mikrorayon,5
92000,2024-01-08,138,323441,Bina evi menzil,Köhnə,2,72.0,3,var,,Sumqayıt 10-cu mikrorayon,9
83000,2024-01-08,109,274531,Bina evi menzil,Köhnə,3,46.0,2,var,,Sumqayıt 2-ci mikrorayon,5
106000,2024-01-08,150,286861,Bina evi menzil,Köhnə,2,80.0,3,var,,Sumqayıt 17-ci mikrorayon,5
110000,2024-01-08,103,323413,Bina evi menzil,Köhnə,1,66.0,3,var,,Sumqayıt 10-cu mikrorayon,9
114000,2024-01-08,141,323391,Bina evi menzil,Köhnə,3,68.0,3,var,,Sumqayıt 45-ci məhəllə,5
84000,2024-01-08,132,323377,Bina evi menzil,Köhnə,4,54.0,2,var,,Sumqayıt 2-ci mikrorayon,5
109000,2024-01-08,87,304278,Bina evi menzil,Köhnə,5,90.0,4,var,,Sumqayıt 9-cu mikrorayon,5
130000,2024-01-08,91,323317,Bina evi menzil,Köhnə,1,90.0,4,var,,Sumqayıt 12-ci mikrorayon,5
68000,2024-01-08,108,323316,Bina evi menzil,Yeni,10,56.0,2,var,,Sumqayıt Sumqayıt şəh.,14
70000,2024-01-08,138,315701,Bina evi menzil,Köhnə,4,50.0,2,var,,Sumqayıt 3-cü mikrorayon,5
122000,2024-01-08,53,315181,Bina evi menzil,Köhnə,1,115.0,5,var,,Sumqayıt 9-cu mikrorayon,5
52000,2024-01-08,109,171035,Bina evi menzil,Köhnə,4,68.0,3,var,,Sumqayıt Hacı Zeynalabdin,5
105000,2024-01-08,97,323195,Bina evi menzil,Köhnə,7,70.0,3,var,,Sumqayıt 18-ci mikrorayon,9
200000,2024-01-08,104,323171,Bina evi menzil,Yeni,14,145.0,3,var,,Sumqayıt 44-cü məhəllə,16
110000,2024-01-08,108,323054,Bina evi menzil,Köhnə,4,80.0,4,var,,Sumqayıt 18-ci mikrorayon,5
105000,2024-01-08,100,323040,Bina evi menzil,Köhnə,7,72.0,3,var,,Sumqayıt 18-ci mikrorayon,9
66000,2024-01-08,407,317201,Bina evi menzil,Yeni,2,140.0,3,var,,Sumqayıt Sumqayıt şəh.,9
82000,2024-01-08,95,323000,Bina evi menzil,Yeni,12,60.0,2,yox,,Sumqayıt 16-cı mikrorayon,17
95000,2024-01-08,83,322999,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 5-ci mikrorayon,5
78000,2024-01-08,64,271917,Bina evi menzil,Köhnə,5,52.0,2,var,,Sumqayıt 5-ci mikrorayon,5
105000,2024-01-08,69,285706,Bina evi menzil,Köhnə,8,90.0,3,var,,Sumqayıt 13-cü mikrorayon,9
41000,2024-01-08,216,130326,Bina evi menzil,Yeni,10,52.9,2,var,,Sumqayıt 10-cu mikrorayon,16
83000,2024-01-08,60,219637,Bina evi menzil,Köhnə,3,65.0,2,var,,Sumqayıt 21-ci məhəllə,3
60000,2024-01-08,45,271229,Bina evi menzil,Köhnə,1,48.0,2,var,,Sumqayıt 8-ci mikrorayon,5
80000,2024-01-08,70,277892,Bina evi menzil,Köhnə,2,52.0,2,var,,Sumqayıt 17-ci mikrorayon,5
78000,2024-01-08,58,161637,Bina evi menzil,Köhnə,2,56.0,2,var,,Sumqayıt 17-ci mikrorayon,5
77000,2024-01-08,104,322987,Bina evi menzil,Köhnə,3,48.0,2,var,,Sumqayıt 1-ci mikrorayon,5
95000,2024-01-08,84,322895,Bina evi menzil,Köhnə,5,75.0,3,var,,Sumqayıt 45-ci məhəllə,5
95000,2024-01-08,48,224874,Bina evi menzil,Köhnə,12,66.0,3,var,,Sumqayıt 3-cü mikrorayon,12
74000,2024-01-08,115,322956,Bina evi menzil,Yeni,10,54.0,2,yox,,Sumqayıt 16-cı mikrorayon,17
89000,2024-01-08,117,322898,Bina evi menzil,Yeni,11,56.0,2,var,,Sumqayıt 17-ci məhəllə,12
240000,2024-01-08,93,322882,Bina evi menzil,Yeni,15,124.0,3,yox,,Sumqayıt 16-cı məhəllə,16
119000,2024-01-08,53,322868,Bina evi menzil,Köhnə,1,72.0,3,yox,,Sumqayıt 4-cü mikrorayon,5
98000,2024-01-08,101,322852,Bina evi menzil,Köhnə,4,70.0,3,var,,Sumqayıt 9-cu mikrorayon,9
66500,2024-01-08,76,322838,Bina evi menzil,Köhnə,5,48.0,3,var,,Sumqayıt 5-ci mikrorayon,5
81000,2024-01-08,140,322834,Bina evi menzil,Köhnə,4,45.0,3,var,,Sumqayıt 2-ci mikrorayon,5
102000,2024-01-08,127,322807,Bina evi menzil,Köhnə,3,50.0,3,var,,Sumqayıt 3-cü mikrorayon,5
61000,2024-01-08,82,322821,Bina evi menzil,Köhnə,5,36.0,2,var,,Sumqayıt 18-ci mikrorayon,5
84000,2024-01-08,68,322801,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 10-cu mikrorayon,5
73000,2024-01-08,56,322792,Bina evi menzil,Köhnə,4,50.0,2,var,,Sumqayıt 8-ci mikrorayon,5
80000,2024-01-08,108,322784,Bina evi menzil,Köhnə,2,55.0,3,var,,Sumqayıt 17-ci mikrorayon,5
95000,2024-01-08,66,322743,Bina evi menzil,Köhnə,5,72.0,3,var,,Sumqayıt 10-cu mikrorayon,5
83000,2024-01-08,59,273069,Bina evi menzil,Köhnə,5,62.0,2,var,,Sumqayıt 10-cu mikrorayon,9
108000,2024-01-08,91,173428,Bina evi menzil,Yeni,14,135.0,3,var,,Sumqayıt 36-cı məhəllə,14
155000,2024-01-08,74,659328,Bina evi menzil,Yeni,2,94.0,3,yox,,Sumqayıt Sumqayıt Bulvarı,8
93000,2024-01-08,88,273028,Bina evi menzil,Yeni,4,57.0,2,var,,Sumqayıt Sumqayıt Bulvarı,10
79000,2024-01-08,103,322708,Bina evi menzil,Köhnə,2,56.0,2,var,,Sumqayıt 10-cu mikrorayon,5
60000,2024-01-08,90,286099,Bina evi menzil,Köhnə,4,30.0,1,var,,Sumqayıt 2-ci mikrorayon,5
70000,2024-01-08,50,280063,Bina evi menzil,Köhnə,1,46.0,2,var,,Sumqayıt 14-cü məhəllə,4
85000,2024-01-08,51,279690,Bina evi menzil,Köhnə,8,50.0,2,var,,Sumqayıt 10-cu mikrorayon,9
48000,2024-01-08,116,278849,Bina evi menzil,Köhnə,3,36.0,1,var,,Sumqayıt Hacı Zeynalabdin,5
77000,2024-01-08,94,280809,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 10-cu mikrorayon,9
59500,2024-01-08,96,208407,Bina evi menzil,Köhnə,3,36.0,1,var,,Sumqayıt 9-cu mikrorayon,5
84000,2024-01-08,80,281143,Bina evi menzil,Köhnə,4,54.0,2,var,,Sumqayıt 9-cu mikrorayon,5
95000,2024-01-08,84,322661,Bina evi menzil,Köhnə,4,70.0,3,var,,Sumqayıt 45-ci məhəllə,5
57000,2024-01-08,112,279744,Bina evi menzil,Yeni,6,49.0,2,yox,,Sumqayıt 76-cı məhəllə,15
95000,2024-01-08,109,244102,Bina evi menzil,Yeni,4,91.0,2,yox,,Sumqayıt Saray,14
99000,2024-01-08,115,280036,Bina evi menzil,Yeni,5,92.0,2,yox,,Sumqayıt Sumqayıt Bulvarı,15
65500,2024-01-08,68,202223,Bina evi menzil,Köhnə,3,44.0,2,var,,Sumqayıt 34-cü məhəllə,4
110000,2024-01-08,57,285589,Bina evi menzil,Yeni,3,52.0,2,yox,,Sumqayıt 15-ci məhəllə,15
102000,2024-01-08,45,285510,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 12-ci mikrorayon,5
87000,2024-01-08,71,285479,Bina evi menzil,Köhnə,4,65.0,3,var,,Sumqayıt 10-cu mikrorayon,9
56000,2024-01-08,65,284297,Bina evi menzil,Köhnə,1,34.0,1,var,,Sumqayıt 42-ci məhəllə,5
95000,2024-01-08,56,243250,Bina evi menzil,Köhnə,4,64.0,3,var,,Sumqayıt 4-cü mikrorayon,5
85000,2024-01-08,78,255122,Bina evi menzil,Köhnə,2,48.0,2,var,,Sumqayıt 3-cü məhəllə,4
74000,2024-01-08,63,284337,Bina evi menzil,Köhnə,5,56.0,2,var,,Sumqayıt 17-ci mikrorayon,5
150000,2024-01-08,61,237942,Bina evi menzil,Köhnə,3,72.0,3,var,,Sumqayıt 2-ci məhəllə,4
180000,2024-01-08,113,237866,Bina evi menzil,Yeni,3,126.0,3,var,,Sumqayıt 6-cı mikrorayon,12
92500,2024-01-08,98,281245,Bina evi menzil,Yeni,9,74.0,2,yox,,Sumqayıt Sumqayıt Bulvarı,15
65000,2024-01-08,49,237048,Bina evi menzil,Köhnə,5,47.0,2,var,,Sumqayıt 8-ci mikrorayon,5
90000,2024-01-08,50,235478,Bina evi menzil,Yeni,12,47.0,2,var,,Sumqayıt 17-ci məhəllə,13
80500,2024-01-08,56,194231,Bina evi menzil,Köhnə,4,46.0,2,var,,Sumqayıt 2-ci mikrorayon,5
85000,2024-01-08,51,115608,Bina evi menzil,Köhnə,2,50.0,2,var,,Sumqayıt 41-ci məhəllə,5
110000,2024-01-08,36,114824,Bina evi menzil,Yeni,14,74.0,2,yox,,Sumqayıt 18-ci mikrorayon,14
90000,2024-01-08,76,154875,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 17-ci mikrorayon,5
73000,2024-01-08,28,322627,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 11-ci mikrorayon,5
55500,2024-01-08,55,286797,Bina evi menzil,Köhnə,1,44.0,2,var,,Sumqayıt 8-ci mikrorayon,5
45000,2024-01-08,163,164570,Bina evi menzil,Köhnə,4,38.0,1,var,,Sumqayıt 17-ci mikrorayon,5
108000,2024-01-08,52,165482,Bina evi menzil,Köhnə,4,70.0,3,var,,Sumqayıt 10-cu mikrorayon,9
112000,2024-01-08,71,961915,Bina evi menzil,Yeni,1,90.0,3,var,,Sumqayıt 40-cı məhəllə,15
75000,2024-01-08,56,961660,Bina evi menzil,Köhnə,4,50.0,2,var,,Sumqayıt 45-ci məhəllə,5
255000,2024-01-08,54,284234,Bina evi menzil,Yeni,14,140.0,3,var,,Sumqayıt 40-cı məhəllə,16
54000,2024-01-08,59,319716,Bina evi menzil,Köhnə,4,33.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
210000,2024-01-08,56,994475,Bina evi menzil,Yeni,9,116.0,3,var,,Sumqayıt 17-ci məhəllə,16
160000,2024-01-08,62,612229,Bina evi menzil,Yeni,8,109.0,3,var,,Sumqayıt 3-cü mikrorayon,12
109000,2024-01-08,46,309547,Bina evi menzil,Köhnə,1,92.0,4,var,,Sumqayıt 9-cu mikrorayon,5
97000,2024-01-08,53,284862,Bina evi menzil,Köhnə,1,72.0,3,var,,Sumqayıt 13-cü mikrorayon,5
80000,2024-01-08,102,322489,Bina evi menzil,Yeni,9,78.0,2,var,,Sumqayıt 36-cı məhəllə,13
67500,2024-01-08,61,275992,Bina evi menzil,Köhnə,2,36.0,1,var,,Sumqayıt 9-cu mikrorayon,5
74000,2024-01-08,94,322475,Bina evi menzil,Köhnə,4,52.0,2,var,,Sumqayıt 10-cu mikrorayon,5
82000,2024-01-08,64,160304,Bina evi menzil,Köhnə,2,50.0,2,var,,Sumqayıt 9-cu mikrorayon,5
66000,2024-01-08,88,322465,Bina evi menzil,Köhnə,2,51.0,2,var,,Sumqayıt 2-ci mikrorayon,5
60000,2024-01-08,85,982014,Bina evi menzil,Köhnə,1,73.0,3,var,,Sumqayıt Hacı Zeynalabdin,5
83000,2024-01-08,49,322421,Bina evi menzil,Köhnə,2,56.0,2,var,,Sumqayıt 17-ci mikrorayon,9
110000,2024-01-08,96,322373,Bina evi menzil,Köhnə,9,115.0,5,var,,Sumqayıt 18-ci mikrorayon,9
60000,2024-01-08,74,322369,Bina evi menzil,Köhnə,2,34.0,1,var,,Sumqayıt 5-ci mikrorayon,5
75000,2024-01-08,92,183535,Bina evi menzil,Yeni,6,63.0,3,var,,Sumqayıt Sumqayıt şəh.,14
104500,2024-01-08,47,271789,Bina evi menzil,Köhnə,2,72.0,3,var,,Sumqayıt 17-ci mikrorayon,5
43500,2024-01-08,239,322300,Bina evi menzil,Köhnə,3,18.0,1,var,,Sumqayıt 5-ci mikrorayon,5
165000,2024-01-08,67,322357,Bina evi menzil,Yeni,12,114.0,3,var,,Sumqayıt 17-ci məhəllə,12
67000,2024-01-08,104,322263,Bina evi menzil,Köhnə,5,68.0,3,var,,Sumqayıt Hacı Zeynalabdin,5
75000,2024-01-08,114,322293,Bina evi menzil,Yeni,8,55.0,1,var,,Sumqayıt 1-ci mikrorayon,10
10000,2024-01-08,133,322288,Bina evi menzil,Köhnə,4,19.0,1,yox,,Sumqayıt Hacı Zeynalabdin,5
120000,2024-01-08,126,322314,Bina evi menzil,Yeni,4,85.0,3,var,,Sumqayıt 9-cu mikrorayon,16
76000,2024-01-08,72,322283,Bina evi menzil,Köhnə,1,50.0,2,var,,Sumqayıt 18-ci məhəllə,2
115000,2024-01-08,66,230884,Bina evi menzil,Köhnə,3,90.0,4,var,,Sumqayıt 18-ci mikrorayon,5
135000,2024-01-08,97,236472,Bina evi menzil,Yeni,16,94.0,3,var,,Sumqayıt 40-cı məhəllə,17
175000,2024-01-08,76,261899,Bina evi menzil,Yeni,4,99.0,3,var,,Sumqayıt Sumqayıt Bulvarı,10
92500,2024-01-08,120,292534,Bina evi menzil,Köhnə,3,70.0,3,var,,Sumqayıt 2-ci mikrorayon,5
145000,2024-01-08,57,220147,Bina evi menzil,Yeni,13,105.0,2,var,,Sumqayıt 14-cü məhəllə,15
265000,2024-01-08,130,305811,Bina evi menzil,Yeni,5,156.0,4,var,,Sumqayıt Sumqayıt Bulvarı,12
85000,2024-01-08,103,279429,Bina evi menzil,Yeni,8,59.0,1,var,,Sumqayıt Sumqayıt Bulvarı,10
87000,2024-01-08,150,322249,Bina evi menzil,Köhnə,8,60.0,2,var,,Sumqayıt 9-cu mikrorayon,9
80000,,136,245909,Bina evi menzil,Yeni,14,63.0,2,yox,,Sumqayıt 8-ci mikrorayon,16
75000,,85,306040,Bina evi menzil,Köhnə,1,56.0,2,var,,Sumqayıt 11-ci mikrorayon,5
165000,,99,296803,Bina evi menzil,Yeni,6,95.0,3,var,,Sumqayıt 1-ci mikrorayon,11
81000,,79,219975,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 2-ci mikrorayon,5
91000,,134,220405,Bina evi menzil,Köhnə,3,75.0,3,var,,Sumqayıt 17-ci mikrorayon,5
112000,,115,286746,Bina evi menzil,Köhnə,3,100.0,5,var,,Sumqayıt 11-ci mikrorayon,5
70000,,106,252536,Bina evi menzil,Köhnə,4,48.0,2,var,,Sumqayıt 1-ci mikrorayon,5
120000,,54,188163,Bina evi menzil,Yeni,8,88.0,2,var,,Sumqayıt 9-cu mikrorayon,12
142000,,197,321314,Bina evi menzil,Yeni,1,110.0,4,var,,Sumqayıt 1-ci mikrorayon,16
65500,,117,313512,Bina evi menzil,Yeni,13,47.0,1,yox,,Sumqayıt Sumqayıt şəh.,17
75000,,117,320990,Bina evi menzil,Köhnə,1,40.0,2,var,,Sumqayıt 2-ci məhəllə,4
129999,,217,279623,Bina evi menzil,Yeni,9,116.0,3,var,,Sumqayıt 1-ci mikrorayon,10
97000,,121,286167,Bina evi menzil,Köhnə,2,70.0,3,var,,Sumqayıt 5-ci mikrorayon,5
115000,,102,258299,Bina evi menzil,Yeni,12,94.0,3,var,,Sumqayıt 5-ci mikrorayon,14
62000,,153,321892,Bina evi menzil,Köhnə,1,42.0,1,var,,Sumqayıt 9-cu mikrorayon,5
118000,,118,321770,Bina evi menzil,Yeni,4,75.0,3,var,,Sumqayıt 9-cu mikrorayon,16
51500,,70,306437,Bina evi menzil,Köhnə,4,30.0,1,var,,Sumqayıt 29-cu məhəllə,4
80000,,91,315855,Bina evi menzil,Köhnə,2,52.0,2,var,,Sumqayıt 17-ci mikrorayon,5
56500,,68,245657,Bina evi menzil,Köhnə,3,32.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
61000,,53,299795,Bina evi menzil,Köhnə,5,37.0,1,var,,Sumqayıt 10-cu mikrorayon,5
112000,,86,321736,Bina evi menzil,Köhnə,3,67.0,3,var,,Sumqayıt 5-ci mikrorayon,5
64000,,133,273501,Bina evi menzil,Köhnə,7,42.0,2,var,,Sumqayıt 10-cu mikrorayon,9
76000,,72,321531,Bina evi menzil,Köhnə,1,54.0,2,var,,,5
105000,,126,320649,Bina evi menzil,Köhnə,1,63.0,4,var,,Sumqayıt 5-ci mikrorayon,5
95000,,91,321472,Bina evi menzil,Köhnə,4,72.0,3,var,,Sumqayıt 45-ci məhəllə,5
110000,,159,321439,Bina evi menzil,Yeni,8,87.0,2,var,,Sumqayıt 6-cı mikrorayon,12
61500,,69,315429,Bina evi menzil,Köhnə,5,43.0,1,var,,Sumqayıt 18-ci mikrorayon,5
75000,,123,321434,Bina evi menzil,Yeni,14,61.0,3,var,,Sumqayıt 18-ci mikrorayon,14
115000,,85,175562,Bina evi menzil,Köhnə,1,110.0,5,var,,Sumqayıt 13-cü mikrorayon,5
81000,,100,321400,Bina evi menzil,Köhnə,4,46.0,2,var,,Sumqayıt 2-ci mikrorayon,5
130000,,89,248194,Bina evi menzil,Köhnə,2,75.0,3,var,,Sumqayıt 10-cu mikrorayon,5
85000,,64,275087,Bina evi menzil,Köhnə,5,55.0,2,var,,Sumqayıt 10-cu mikrorayon,5
75000,,127,317652,Bina evi menzil,Yeni,8,50.0,2,var,,Sumqayıt 6-cı mikrorayon,12
67000,,58,274652,Bina evi menzil,Köhnə,5,50.0,2,var,,Sumqayıt 4-cü mikrorayon,5
97000,,85,321363,Bina evi menzil,Yeni,9,92.0,2,var,,Sumqayıt Sumqayıt şəh.,14
47000,,62,321326,Bina evi menzil,Köhnə,1,30.0,1,var,,Sumqayıt 5-ci mikrorayon,5
90000,,203,297787,Bina evi menzil,Köhnə,3,72.0,3,var,,Sumqayıt 17-ci mikrorayon,5
82000,,95,222635,Bina evi menzil,Köhnə,3,54.0,3,var,,Sumqayıt 17-ci mikrorayon,9
55000,,72,321309,Bina evi menzil,Köhnə,4,35.0,1,var,,Sumqayıt Birləşmiş məhəllə,4
110000,,67,321296,Bina evi menzil,Köhnə,5,70.0,3,var,,Sumqayıt 18-ci mikrorayon,5
110000,,49,321280,Bina evi menzil,Köhnə,5,70.0,3,var,,Sumqayıt 18-ci mikrorayon,5
102000,,74,248841,Bina evi menzil,Yeni,4,93.0,2,yox,,Sumqayıt 6-cı mikrorayon,13
85000,,87,100080,Bina evi menzil,Yeni,15,75.0,2,yox,,Sumqayıt 8-ci mikrorayon,17
110000,,57,273016,Bina evi menzil,Köhnə,2,76.0,3,var,,Sumqayıt 4-cü mikrorayon,5
137000,,78,273014,Bina evi menzil,Köhnə,3,80.0,3,var,,Sumqayıt 11-ci mikrorayon,5
113000,,59,273003,Bina evi menzil,Köhnə,7,93.0,4,var,,Sumqayıt 10-cu mikrorayon,9
106000,,65,321193,Bina evi menzil,Köhnə,3,72.0,3,var,,Sumqayıt 10-cu mikrorayon,5
83500,,89,321176,Bina evi menzil,Köhnə,1,70.0,3,var,,Sumqayıt 2-ci mikrorayon,5
233000,,66,869624,Bina evi menzil,Yeni,8,142.0,3,var,,Sumqayıt 16-cı məhəllə,16
300000,,82,163682,Bina evi menzil,Yeni,10,150.0,3,var,,Sumqayıt Sumqayıt Bulvarı,12
280000,,111,163673,Bina evi menzil,Yeni,3,250.0,4,yox,,Sumqayıt Sumqayıt Bulvarı,10
73000,,96,310722,Bina evi menzil,Köhnə,1,55.0,2,var,,Sumqayıt 11-ci mikrorayon,5
76000,,103,301336,Bina evi menzil,Köhnə,9,55.0,2,var,,Sumqayıt 9-cu mikrorayon,9
81000,,39,300591,Bina evi menzil,Köhnə,4,48.0,2,var,,Sumqayıt 2-ci mikrorayon,5
95000,,33,292286,Bina evi menzil,Köhnə,5,74.0,3,var,,Sumqayıt 45-ci məhəllə,5
220000,,92,321094,Bina evi menzil,Yeni,3,95.0,3,yox,,Sumqayıt 10-cu mikrorayon,13
172000,,68,282612,Bina evi menzil,Yeni,4,98.5,3,var,,Sumqayıt Sumqayıt Bulvarı,10
77000,,76,318295,Bina evi menzil,Köhnə,1,56.0,2,var,,Sumqayıt 17-ci mikrorayon,5
79000,,129,321086,Bina evi menzil,Yeni,14,67.0,3,var,,Sumqayıt 17-ci mikrorayon,11
95000,,60,270637,Bina evi menzil,Köhnə,2,56.0,2,var,,Sumqayıt 3-cü məhəllə,4
34000,,255,294833,Bina evi menzil,Yeni,3,38.0,2,var,,Sumqayıt 9-cu mikrorayon,16
97000,,55,284247,Bina evi menzil,Köhnə,1,75.0,3,var,,Sumqayıt 13-cü mikrorayon,5
34000,,203,279553,Bina evi menzil,Yeni,3,39.0,2,var,,Sumqayıt 9-cu mikrorayon,15
102000,,58,244009,Bina evi menzil,Yeni,3,74.0,2,var,,Sumqayıt 18-ci mikrorayon,14
80000,,63,959756,Bina evi menzil,Yeni,6,53.0,2,var,,Sumqayıt 21-ci məhəllə,10
202000,,91,275345,Bina evi menzil,Yeni,10,154.0,4,var,,Sumqayıt 16-cı məhəllə,17
145000,,133,321011,Bina evi menzil,Yeni,8,73.0,3,var,,Sumqayıt Sumqayıt Bulvarı,14
68000,,94,320997,Bina evi menzil,Yeni,13,47.0,2,var,,Sumqayıt 10-cu mikrorayon,15
85000,,76,320993,Bina evi menzil,Köhnə,2,53.0,2,var,,Sumqayıt 1-ci mikrorayon,5
71000,,89,320994,Bina evi menzil,Köhnə,2,47.0,2,var,,Sumqayıt 5-ci mikrorayon,5
83000,,54,320992,Bina evi menzil,Köhnə,8,60.0,2,var,,Sumqayıt 9-cu mikrorayon,9
85000,,48,320991,Bina evi menzil,Köhnə,11,55.0,2,var,,Sumqayıt 3-cü mikrorayon,12
102000,,122,318960,Bina evi menzil,Köhnə,3,50.0,3,var,,Sumqayıt 3-cü mikrorayon,5
76000,,146,305626,Bina evi menzil,Köhnə,1,52.0,2,var,,Sumqayıt 12-ci mikrorayon,5
200000,,150,320963,Bina evi menzil,Yeni,13,145.0,3,var,,Sumqayıt 40-cı məhəllə,16
172000,,89,120809,Bina evi menzil,Yeni,4,98.5,3,var,,Sumqayıt Sumqayıt Bulvarı,9
95000,,66,215427,Bina evi menzil,Köhnə,5,75.0,3,var,,Sumqayıt 10-cu mikrorayon,5
87000,,94,320645,Bina evi menzil,Köhnə,9,75.0,3,var,,Sumqayıt 10-cu mikrorayon,9
45000,,377,320894,Bina evi menzil,Yeni,9,102.0,3,var,,Sumqayıt Sumqayıt Bulvarı,9
73000,,80,309640,Bina evi menzil,Köhnə,1,54.0,2,var,,Sumqayıt 11-ci mikrorayon,5
82000,,123,320882,Bina evi menzil,Köhnə,3,55.0,2,var,,Sumqayıt 17-ci mikrorayon,5
145500,,114,217335,Bina evi menzil,Köhnə,2,100.0,4,var,,Sumqayıt 2-ci məhəllə,4
119000,,122,216954,Bina evi menzil,Köhnə,5,70.0,3,var,,Sumqayıt 5-ci mikrorayon,5
47000,,2244,320863,Bina evi menzil,Köhnə,1,33.0,1,var,,Sumqayıt 5-ci mikrorayon,5
95000,,98,320855,Bina evi menzil,Köhnə,9,74.0,3,var,,Sumqayıt 6-cı mikrorayon,9
94250,,147,319560,Bina evi menzil,Yeni,15,145.0,3,yox,,Sumqayıt 17-ci mikrorayon,17
92000,,125,320851,Bina evi menzil,Köhnə,4,70.0,3,var,,Sumqayıt Birləşmiş məhəllə,4
140000,,119,320792,Bina evi menzil,Yeni,2,100.0,3,var,,Sumqayıt 10-cu mikrorayon,8
110000,,185,271885,Bina evi menzil,Köhnə,4,87.0,4,var,,Sumqayıt 17-ci mikrorayon,5
52500,,92,320736,Bina evi menzil,Köhnə,4,36.0,1,var,,Sumqayıt 14-cü məhəllə,4
